100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	27
100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	59
100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	752	97
100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2K	140
100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6K	189
100	100	200	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8K	243
100	100	200	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4K	302
100	100	200	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1K	367
100	100	200	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9K	437
100	100	200	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6K	513
100	0	100	200	0	0	0	0	0	0	0	0	0	0	0	0	5.3K	680
100	0	100	200	0	0	0	0	0	0	0	0	0	0	0	0	6.9K	832
100	0	100	200	0	0	0	0	0	0	0	0	0	0	0	0	8.9K	994
100	0	100	200	0	0	0	0	0	0	0	0	0	0	0	0	11.6K	1.2K
100	0	100	200	0	0	0	0	0	0	0	0	0	0	0	0	13.5K	1.4K
100	0	0	100	200	0	0	0	0	0	0	0	0	0	0	0	13.3K	1.6K
100	0	0	100	200	0	0	0	0	0	0	0	0	0	0	0	16K	1.8K
100	0	0	100	200	0	0	0	0	0	0	0	0	0	0	0	19.2K	2K
100	0	0	100	200	0	0	0	0	0	0	0	0	0	0	0	22.7K	2.2K
100	0	0	100	200	0	0	0	0	0	0	0	0	0	0	0	24.7K	2.4K
100	0	0	0	100	200	0	0	0	0	0	0	0	0	0	0	24.2K	2.7K
100	0	0	0	100	200	0	0	0	0	0	0	0	0	0	0	28.3K	3K
100	0	0	0	100	200	0	0	0	0	0	0	0	0	0	0	34K	3.4K
100	0	0	0	100	200	0	0	0	0	0	0	0	0	0	0	39.2K	3.7K
100	0	0	0	100	200	0	0	0	0	0	0	0	0	0	0	44.1K	4.1K
100	0	0	0	0	100	200	0	0	0	0	0	0	0	0	0	42K	4.5K
100	0	0	0	0	100	200	0	0	0	0	0	0	0	0	0	50.5K	5.1K
100	0	0	0	0	100	200	0	0	0	0	0	0	0	0	0	59.1K	5.5K
100	0	0	0	0	100	200	0	0	0	0	0	0	0	0	0	67.9K	6K
100	0	0	0	0	100	200	0	0	0	0	0	0	0	0	0	73.9K	6.4K
100	0	0	0	0	0	100	200	0	0	0	0	0	0	0	0	69.7K	7.1K
100	0	0	0	0	0	100	200	0	0	0	0	0	0	0	0	79.8K	7.6K
100	0	0	0	0	0	100	200	0	0	0	0	0	0	0	0	92.6K	8.2K
100	0	0	0	0	0	100	200	0	0	0	0	0	0	0	0	106.8K	8.9K
100	0	0	0	0	0	100	200	0	0	0	0	0	0	0	0	117.6K	9.7K
100	0	0	0	0	0	0	100	200	0	0	0	0	0	0	0	109.6K	10.5K
100	0	0	0	0	0	0	100	200	0	0	0	0	0	0	0	126.7K	11.4K
100	0	0	0	0	0	0	100	200	0	0	0	0	0	0	0	145.7K	12.3K
100	0	0	0	0	0	0	100	200	0	0	0	0	0	0	0	170.1K	13.5K
100	0	0	0	0	0	0	100	200	0	0	0	0	0	0	0	186.6K	14.7K
100	0	0	0	0	0	0	0	100	200	0	0	0	0	0	0	174.4K	16K
100	0	0	0	0	0	0	0	100	200	0	0	0	0	0	0	200.4K	17K
100	0	0	0	0	0	0	0	100	200	0	0	0	0	0	0	230.8K	18K
100	0	0	0	0	0	0	0	100	200	0	0	0	0	0	0	260.4K	18.8K
100	0	0	0	0	0	0	0	100	200	0	0	0	0	0	0	282.2K	19.8K
100	0	0	0	0	0	0	0	0	100	200	0	0	0	0	0	260K	20.9K
100	0	0	0	0	0	0	0	0	100	200	0	0	0	0	0	299.5K	22.1K
100	0	0	0	0	0	0	0	0	100	200	0	0	0	0	0	340.6K	23.1K
100	0	0	0	0	0	0	0	0	100	200	0	0	0	0	0	389.8K	24.3K
100	0	0	0	0	0	0	0	0	100	200	0	0	0	0	0	425.7K	25.7K
100	0	0	0	0	0	0	0	0	0	100	200	0	0	0	0	390.9K	26.9K
100	0	0	0	0	0	0	0	0	0	100	200	0	0	0	0	449.2K	28.4K
100	0	0	0	0	0	0	0	0	0	100	200	0	0	0	0	519.2K	30K
100	0	0	0	0	0	0	0	0	0	100	200	0	0	0	0	594.7K	31.6K
100	0	0	0	0	0	0	0	0	0	100	200	0	0	0	0	645.9K	33.2K
100	0	0	0	0	0	0	0	0	0	0	100	200	0	0	0	588.6K	34.8K
100	0	0	0	0	0	0	0	0	0	0	100	200	0	0	0	674K	36.9K
100	0	0	0	0	0	0	0	0	0	0	100	200	0	0	0	763.9K	38.7K
100	0	0	0	0	0	0	0	0	0	0	100	200	0	0	0	865.4K	40.7K
100	0	0	0	0	0	0	0	0	0	0	100	200	0	0	0	934.4K	42.9K
100	0	0	0	0	0	0	0	0	0	0	0	100	200	0	0	855.9K	45.2K
100	0	0	0	0	0	0	0	0	0	0	0	100	200	0	0	978.2K	47.6K
100	0	0	0	0	0	0	0	0	0	0	0	100	200	0	0	1.1M	50K
100	0	0	0	0	0	0	0	0	0	0	0	100	200	0	0	1.3M	52.7K
100	0	0	0	0	0	0	0	0	0	0	0	100	200	0	0	1.4M	55.5K
100	0	0	0	0	0	0	0	0	0	0	0	0	100	200	0	1.3M	58.3K
100	0	0	0	0	0	0	0	0	0	0	0	0	100	200	0	1.4M	61.4K
100	0	0	0	0	0	0	0	0	0	0	0	0	100	200	0	1.6M	64.6K
100	0	0	0	0	0	0	0	0	0	0	0	0	100	200	0	1.8M	68K
100	0	0	0	0	0	0	0	0	0	0	0	0	100	200	0	1.9M	71.7K
100	0	0	0	0	0	0	0	0	0	0	0	0	0	100	200	1.7M	75.3K
100	0	0	0	0	0	0	0	0	0	0	0	0	0	100	200	1.9M	79.4K
100	0	0	0	0	0	0	0	0	0	0	0	0	0	100	200	2.1M	83.4K
100	0	0	0	0	0	0	0	0	0	0	0	0	0	100	200	2.4M	87.9K
100	0	0	0	0	0	0	0	0	0	0	0	0	0	100	200	2.5M	92.5K
100	200	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2.3M	97.4K
100	200	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2.6M	102.5K
100	200	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2.9M	107.9K
100	200	0	0	0	0	0	0	0	0	0	0	0	0	0	100	3.2M	113.6K
